timedelta,symbol,commence
{Timedelta('0 days 16:41:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 19, 11, 47, 27)}"
{Timedelta('0 days 04:05:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 25, 0, 49, 18)}"
{Timedelta('0 days 02:25:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 5, 12, 34, 18)}"
{Timedelta('0 days 12:48:00')},{'YFI-USD'},"{datetime.datetime(2024, 5, 14, 0, 27, 47)}"
{Timedelta('2 days 11:19:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 4, 22, 28, 25)}"
{Timedelta('0 days 02:49:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 20, 11, 0, 24)}"
{Timedelta('0 days 15:10:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 16, 8, 12, 17)}"
{Timedelta('1 days 19:35:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 11, 20, 11, 22)}"
{Timedelta('1 days 11:24:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 4, 20, 39, 21)}"
{Timedelta('0 days 11:28:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 28, 23, 20, 42)}"
{Timedelta('0 days 23:52:00')},{'YFI-USD'},"{datetime.datetime(2024, 5, 13, 18, 50, 6)}"
{Timedelta('0 days 01:35:00')},{'PERP-USD'},"{datetime.datetime(2024, 5, 25, 2, 16, 5)}"
{Timedelta('3 days 00:25:00')},{'NCT-USD'},"{datetime.datetime(2024, 5, 21, 16, 28, 57)}"
{Timedelta('0 days 12:44:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 16, 10, 4, 32)}"
{Timedelta('0 days 03:05:00')},{'IDEX-USD'},"{datetime.datetime(2024, 5, 29, 1, 16, 55)}"
{Timedelta('0 days 04:05:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 5, 9, 17, 14)}"
{Timedelta('0 days 00:36:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 30, 7, 12, 15)}"
{Timedelta('0 days 12:59:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 5, 18, 31, 37)}"
{Timedelta('0 days 09:46:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 15, 2, 59, 51)}"
{Timedelta('0 days 00:58:00')},{'SNX-USD'},"{datetime.datetime(2024, 5, 13, 15, 41, 50)}"
{Timedelta('0 days 02:55:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 30, 9, 13, 39)}"
{Timedelta('0 days 03:37:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 5, 10, 17, 40)}"
{Timedelta('0 days 04:20:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 30, 7, 8, 14)}"
{Timedelta('1 days 07:31:00')},{'BAT-USD'},"{datetime.datetime(2024, 5, 19, 9, 49, 18)}"
{Timedelta('3 days 22:30:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 11, 21, 23, 29)}"
{Timedelta('0 days 02:35:00')},{'T-USD'},"{datetime.datetime(2024, 5, 5, 12, 14, 32)}"
{Timedelta('0 days 03:15:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 14, 1, 3)}"
{Timedelta('0 days 09:35:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 14, 23, 2, 44)}"
{Timedelta('0 days 20:45:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 5, 9, 8, 56)}"
{Timedelta('0 days 00:39:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 30, 16, 55, 30)}"
{Timedelta('0 days 03:35:00')},{'RBN-USD'},"{datetime.datetime(2024, 5, 25, 1, 53, 12)}"
{Timedelta('2 days 23:31:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 17, 21, 5, 29)}"
{Timedelta('0 days 14:00:00')},{'POLS-USD'},"{datetime.datetime(2024, 5, 5, 18, 22, 15)}"
{Timedelta('0 days 04:55:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 5, 19, 25, 38)}"
{Timedelta('0 days 00:40:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 6, 7, 46, 9)}"
{Timedelta('0 days 06:30:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 5, 9, 37, 13)}"
{Timedelta('0 days 21:00:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 5, 9, 17, 4)}"
{Timedelta('0 days 04:10:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 16, 9, 18, 52)}"
{Timedelta('0 days 06:50:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 20, 9, 1, 37)}"
{Timedelta('0 days 06:33:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 20, 9, 33, 14)}"
{Timedelta('0 days 16:50:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 13, 17, 17, 10)}"
{Timedelta('1 days 04:16:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 16, 9, 4, 6)}"
{Timedelta('0 days 02:10:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 19, 12, 15, 14)}"
{Timedelta('3 days 15:55:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 24, 0, 24, 47)}"
{Timedelta('0 days 11:30:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 14, 22, 24, 50)}"
{Timedelta('0 days 10:02:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 5, 19, 49, 10)}"
{Timedelta('0 days 01:16:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 20, 9, 10, 51)}"
{Timedelta('2 days 09:18:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 13, 17, 3, 52)}"
{Timedelta('0 days 01:00:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 5, 20, 56, 55)}"
{Timedelta('0 days 14:50:00')},{'COVAL-USD'},"{datetime.datetime(2024, 5, 5, 9, 17, 16)}"
{Timedelta('0 days 05:18:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 5, 19, 58, 56)}"
{Timedelta('0 days 01:50:00')},{'00-USD'},"{datetime.datetime(2024, 5, 20, 7, 47, 45)}"
{Timedelta('0 days 05:11:00')},{'AMP-USD'},"{datetime.datetime(2024, 5, 23, 23, 6, 43)}"
{Timedelta('0 days 20:40:00')},{'XYO-USD'},"{datetime.datetime(2024, 5, 5, 8, 55, 16)}"
{Timedelta('0 days 04:44:00')},{'QNT-USD'},"{datetime.datetime(2024, 5, 13, 17, 22, 22)}"
{Timedelta('0 days 04:13:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 14, 23, 3, 57)}"
{Timedelta('0 days 19:50:00')},{'FLR-USD'},"{datetime.datetime(2024, 5, 5, 10, 23, 11)}"
{Timedelta('0 days 02:26:00')},{'BLUR-USD'},"{datetime.datetime(2024, 5, 14, 1, 57, 15)}"
{Timedelta('0 days 17:52:00')},{'DNT-USD'},"{datetime.datetime(2024, 5, 11, 17, 57)}"
{Timedelta('0 days 08:20:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 20, 8, 2, 14)}"
{Timedelta('0 days 04:45:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 30, 9, 5, 17)}"
{Timedelta('0 days 04:21:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 23, 23, 54, 1)}"
{Timedelta('0 days 02:31:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 14, 22, 47, 34)}"
{Timedelta('0 days 10:01:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 20, 6, 41, 57)}"
{Timedelta('0 days 06:14:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 13, 22, 52, 21)}"
{Timedelta('0 days 00:40:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 26, 14, 6, 18)}"
{Timedelta('0 days 02:15:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 11, 19, 21, 57)}"
{Timedelta('0 days 14:10:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 5, 19, 41, 33)}"
{Timedelta('0 days 00:15:00')},{'INV-USD'},"{datetime.datetime(2024, 5, 23, 21, 18, 31)}"
{Timedelta('0 days 04:55:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 13, 22, 27, 11)}"
{Timedelta('1 days 20:51:00')},{'XCN-USD'},"{datetime.datetime(2024, 5, 13, 15, 44, 5)}"
{Timedelta('0 days 11:25:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 14, 22, 22, 21)}"
{Timedelta('1 days 20:08:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 16, 9, 18, 27)}"
{Timedelta('0 days 01:05:00')},{'PRO-USD'},"{datetime.datetime(2024, 5, 16, 8, 33, 51)}"
{Timedelta('0 days 01:00:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 14, 22, 45, 29)}"
{Timedelta('0 days 03:42:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 20, 6, 44, 35)}"
{Timedelta('0 days 01:55:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 14, 22, 31, 19)}"
{Timedelta('0 days 04:59:00')},{'DASH-USD'},"{datetime.datetime(2024, 5, 14, 22, 44, 41)}"
{Timedelta('0 days 12:57:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 5, 19, 33, 35)}"
{Timedelta('0 days 02:20:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 14, 22, 56, 29)}"
{Timedelta('0 days 03:15:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 5, 11, 59, 3)}"
{Timedelta('0 days 17:09:00')},{'XCN-USD'},"{datetime.datetime(2024, 5, 4, 22, 16, 52)}"
{Timedelta('1 days 05:35:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 16, 9, 25, 19)}"
{Timedelta('0 days 13:59:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 5, 18, 1, 43)}"
{Timedelta('0 days 03:55:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 5, 20, 46, 50)}"
{Timedelta('0 days 13:40:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 5, 18, 45, 4)}"
{Timedelta('0 days 11:36:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 5, 20, 27, 37)}"
{Timedelta('0 days 15:05:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 4, 23, 37, 14)}"
{Timedelta('0 days 06:35:00')},{'FARM-USD'},"{datetime.datetime(2024, 5, 30, 7, 27, 51)}"
{Timedelta('2 days 02:25:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 13, 17, 50, 28)}"
{Timedelta('0 days 04:30:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 30, 6, 45, 49)}"
{Timedelta('2 days 03:45:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 18, 16, 17, 20)}"
{Timedelta('0 days 06:55:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 28, 23, 18, 45)}"
{Timedelta('0 days 13:28:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 11, 21, 5, 25)}"
{Timedelta('0 days 09:55:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 14, 22, 37, 27)}"
{Timedelta('0 days 05:15:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 26, 11, 53, 12)}"
{Timedelta('0 days 00:05:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 29, 0, 48, 57)}"
{Timedelta('0 days 12:42:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 16, 18, 47, 56)}"
{Timedelta('1 days 01:35:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 4, 21, 10, 52)}"
{Timedelta('0 days 01:45:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 18, 44, 4)}"
{Timedelta('1 days 10:00:00')},{'PYR-USD'},"{datetime.datetime(2024, 5, 14, 2, 51, 28)}"
{Timedelta('0 days 03:46:00')},{'BCH-USD'},"{datetime.datetime(2024, 5, 20, 6, 41, 9)}"
{Timedelta('0 days 01:55:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 25, 2, 1, 13)}"
{Timedelta('0 days 06:30:00')},{'INJ-USD'},"{datetime.datetime(2024, 5, 5, 18, 36, 55)}"
{Timedelta('0 days 19:19:00')},{'XCN-USD'},"{datetime.datetime(2024, 5, 4, 20, 39, 20)}"
{Timedelta('1 days 18:50:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 21, 16, 28, 41)}"
{Timedelta('0 days 03:00:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 19, 12, 16, 46)}"
{Timedelta('0 days 01:50:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 14, 23, 59, 7)}"
{Timedelta('0 days 02:07:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 5, 13, 44, 48)}"
{Timedelta('0 days 02:25:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 4, 22, 41, 51)}"
{Timedelta('0 days 11:38:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 4, 21, 13, 2)}"
{Timedelta('1 days 02:15:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 13, 16, 34, 40)}"
{Timedelta('0 days 11:17:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 5, 18, 4, 55)}"
{Timedelta('0 days 13:34:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 26, 12, 12, 1)}"
{Timedelta('0 days 04:50:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 30, 6, 39, 47)}"
{Timedelta('1 days 15:18:00')},{'ICP-USD'},"{datetime.datetime(2024, 5, 11, 18, 9, 4)}"
{Timedelta('0 days 00:07:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 25, 2, 39, 49)}"
{Timedelta('0 days 09:42:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 14, 22, 25, 20)}"
{Timedelta('0 days 21:25:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 24, 23, 12, 2)}"
{Timedelta('0 days 02:40:00')},{'LOKA-USD'},"{datetime.datetime(2024, 5, 14, 22, 26, 7)}"
{Timedelta('1 days 06:45:00')},{'FIDA-USD'},"{datetime.datetime(2024, 5, 16, 9, 32, 17)}"
{Timedelta('0 days 02:00:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 4, 21, 10, 58)}"
{Timedelta('0 days 03:21:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 18, 22, 57, 12)}"
{Timedelta('0 days 01:40:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 25, 3, 11, 48)}"
{Timedelta('0 days 05:21:00')},{'CVC-USD'},"{datetime.datetime(2024, 5, 5, 9, 25, 59)}"
{Timedelta('0 days 00:26:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 30, 8, 9, 37)}"
{Timedelta('0 days 02:45:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 23, 21, 56, 42)}"
{Timedelta('0 days 08:20:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 14, 22, 46, 17)}"
{Timedelta('0 days 02:05:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 5, 21, 1, 16)}"
{Timedelta('0 days 11:10:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 5, 19, 0, 15)}"
{Timedelta('0 days 03:17:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 28, 23, 54, 27)}"
{Timedelta('1 days 07:10:00')},{'ORCA-USD'},"{datetime.datetime(2024, 5, 14, 6, 43, 24)}"
{Timedelta('0 days 20:15:00')},{'SPA-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 43)}"
{Timedelta('1 days 22:30:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 23, 23, 16, 59)}"
{Timedelta('0 days 04:45:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 5, 18, 39, 45)}"
{Timedelta('0 days 02:00:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 25, 0, 9, 25)}"
{Timedelta('0 days 08:45:00')},{'LIT-USD'},"{datetime.datetime(2024, 5, 20, 7, 8, 44)}"
{Timedelta('0 days 00:50:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 30, 7, 59, 18)}"
{Timedelta('1 days 09:15:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 19, 10, 8, 53)}"
{Timedelta('1 days 14:10:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 13, 22, 25, 20)}"
{Timedelta('0 days 00:20:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 13, 16, 18, 24)}"
{Timedelta('4 days 06:55:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 25, 2, 44, 36)}"
{Timedelta('0 days 21:30:00')},{'POLS-USD'},"{datetime.datetime(2024, 5, 25, 3, 40, 13)}"
{Timedelta('0 days 01:10:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 13, 23, 34, 53)}"
{Timedelta('0 days 03:05:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 30, 7, 38, 38)}"
{Timedelta('1 days 20:10:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 13, 17, 10)}"
{Timedelta('0 days 11:50:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 20, 8, 2, 55)}"
{Timedelta('0 days 02:51:00')},{'BNT-USD'},"{datetime.datetime(2024, 5, 30, 7, 12, 9)}"
{Timedelta('0 days 17:15:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 4, 22, 27, 2)}"
{Timedelta('2 days 02:30:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 18, 16, 53, 31)}"
{Timedelta('0 days 02:35:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 5, 18, 12, 53)}"
{Timedelta('0 days 06:40:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 28, 22, 38, 32)}"
{Timedelta('1 days 08:10:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 29, 22, 40, 57)}"
{Timedelta('4 days 04:55:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 11, 19, 4, 38)}"
{Timedelta('1 days 21:15:00')},{'METIS-USD'},"{datetime.datetime(2024, 5, 13, 17, 34, 32)}"
{Timedelta('0 days 06:15:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 13, 23, 11, 33)}"
{Timedelta('0 days 00:42:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 23, 23, 43, 58)}"
{Timedelta('0 days 04:35:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 5, 10, 7, 32)}"
{Timedelta('1 days 00:50:00')},{'REQ-USD'},"{datetime.datetime(2024, 5, 5, 9, 15, 26)}"
{Timedelta('0 days 06:20:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 5, 18, 56, 26)}"
{Timedelta('0 days 01:08:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 18, 15, 55, 48)}"
{Timedelta('1 days 04:06:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 26, 11, 26, 23)}"
{Timedelta('0 days 00:34:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 20, 7, 32, 35)}"
{Timedelta('1 days 22:06:00')},{'BOBA-USD'},"{datetime.datetime(2024, 5, 18, 18, 20, 14)}"
{Timedelta('3 days 21:20:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 11, 16, 46, 3)}"
{Timedelta('0 days 00:15:00')},{'SOL-USD'},"{datetime.datetime(2024, 5, 23, 21, 26, 48)}"
{Timedelta('0 days 05:24:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 30, 7, 9, 52)}"
{Timedelta('0 days 16:30:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 12, 20, 6, 36)}"
{Timedelta('0 days 02:35:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 21, 22, 36, 27)}"
{Timedelta('0 days 11:11:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 14, 1, 12, 58)}"
{Timedelta('0 days 02:55:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 14, 23, 8, 2)}"
{Timedelta('0 days 19:15:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 4, 21, 6, 33)}"
{Timedelta('0 days 08:35:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 24, 23, 16, 39)}"
{Timedelta('0 days 00:09:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 5, 11, 24, 30)}"
{Timedelta('0 days 05:30:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 14, 23, 9, 35)}"
{Timedelta('0 days 06:16:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 28, 23, 2, 56)}"
{Timedelta('0 days 16:55:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 4, 22, 6, 38)}"
{Timedelta('0 days 06:33:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 30, 7, 20, 56)}"
{Timedelta('0 days 05:35:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 11, 18, 22, 4)}"
{Timedelta('1 days 14:27:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 13, 22, 24, 3)}"
{Timedelta('0 days 02:20:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 25, 1, 4, 10)}"
{Timedelta('0 days 00:20:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 25, 0, 59, 57)}"
{Timedelta('0 days 02:54:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 5, 0, 51, 12)}"
{Timedelta('0 days 02:00:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 25, 0, 43, 17)}"
{Timedelta('0 days 05:26:00')},{'AERGO-USD'},"{datetime.datetime(2024, 5, 16, 16, 19, 49)}"
{Timedelta('0 days 02:01:00')},{'EOS-USD'},"{datetime.datetime(2024, 5, 25, 1, 56, 28)}"
{Timedelta('0 days 17:46:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 21, 17, 11, 56)}"
{Timedelta('0 days 01:27:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 19, 13, 15, 42)}"
{Timedelta('0 days 01:45:00')},{'DEXT-USD'},"{datetime.datetime(2024, 5, 18, 18, 28, 13)}"
{Timedelta('0 days 03:59:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 5, 12, 15, 22)}"
{Timedelta('0 days 02:31:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 25, 1, 36, 21)}"
{Timedelta('0 days 14:37:00')},{'UMA-USD'},"{datetime.datetime(2024, 5, 5, 17, 46, 41)}"
{Timedelta('0 days 05:15:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 9, 34, 34)}"
{Timedelta('0 days 00:30:00')},{'JASMY-USD'},"{datetime.datetime(2024, 5, 18, 16, 47, 29)}"
{Timedelta('0 days 06:53:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 14, 23, 31, 18)}"
{Timedelta('0 days 01:03:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 13, 18, 15, 12)}"
{Timedelta('0 days 07:20:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 15, 2, 58, 33)}"
{Timedelta('0 days 14:17:00')},{'DASH-USD'},"{datetime.datetime(2024, 5, 5, 18, 2, 46)}"
{Timedelta('0 days 10:50:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 11, 20, 39, 20)}"
{Timedelta('0 days 14:45:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 16, 8, 34, 16)}"
{Timedelta('0 days 05:46:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 5, 10, 9, 51)}"
{Timedelta('3 days 12:55:00')},{'INV-USD'},"{datetime.datetime(2024, 5, 5, 9, 1, 45)}"
{Timedelta('4 days 16:02:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 16, 7, 59, 16)}"
{Timedelta('0 days 07:59:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 20, 8, 5, 46)}"
{Timedelta('0 days 09:25:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 20, 6, 41, 57)}"
{Timedelta('0 days 00:05:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 25, 3, 18, 32)}"
{Timedelta('0 days 01:28:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 14, 23, 2, 31)}"
{Timedelta('0 days 04:50:00')},{'PERP-USD'},"{datetime.datetime(2024, 5, 5, 10, 9, 33)}"
{Timedelta('0 days 08:36:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 20, 9, 18, 25)}"
{Timedelta('2 days 19:40:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 18, 16, 9, 26)}"
{Timedelta('0 days 02:50:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 30, 7, 55, 5)}"
{Timedelta('3 days 21:10:00')},{'ONDO-USD'},"{datetime.datetime(2024, 5, 11, 17, 29, 41)}"
{Timedelta('0 days 04:05:00')},{'BADGER-USD'},"{datetime.datetime(2024, 5, 14, 1, 18, 5)}"
{Timedelta('0 days 00:54:00')},{'BONK-USD'},"{datetime.datetime(2024, 5, 14, 23, 15, 41)}"
{Timedelta('1 days 19:20:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 13, 18, 18, 13)}"
{Timedelta('0 days 19:35:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 19, 9, 27, 54)}"
{Timedelta('0 days 06:25:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 28, 23, 53, 43)}"
{Timedelta('0 days 14:56:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 12, 17, 8, 58)}"
{Timedelta('0 days 14:35:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 5, 18, 2, 43)}"
{Timedelta('0 days 06:10:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 11, 22, 35, 3)}"
{Timedelta('0 days 02:10:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 18, 15, 56, 10)}"
{Timedelta('0 days 17:46:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 4, 21, 8, 33)}"
{Timedelta('0 days 04:23:00')},{'CVC-USD'},"{datetime.datetime(2024, 5, 5, 10, 29, 42)}"
{Timedelta('0 days 13:29:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 5, 18, 32, 56)}"
{Timedelta('0 days 03:10:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 5, 11, 54, 28)}"
{Timedelta('0 days 00:35:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 5, 8, 55, 4)}"
{Timedelta('0 days 00:45:00')},{'MPL-USD'},"{datetime.datetime(2024, 5, 20, 7, 10, 45)}"
{Timedelta('0 days 03:51:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 16, 19, 1, 24)}"
{Timedelta('0 days 01:00:00')},{'RNDR-USD'},"{datetime.datetime(2024, 5, 5, 9, 7, 2)}"
{Timedelta('0 days 05:20:00')},{'KNC-USD'},"{datetime.datetime(2024, 5, 5, 10, 1, 43)}"
{Timedelta('0 days 06:24:00')},{'ILV-USD'},"{datetime.datetime(2024, 5, 30, 7, 31, 55)}"
{Timedelta('0 days 01:51:00')},{'ZEC-USD'},"{datetime.datetime(2024, 5, 27, 9, 28, 38)}"
{Timedelta('1 days 22:15:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 13, 17, 59, 42)}"
{Timedelta('0 days 07:50:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 25, 3, 16, 11)}"
{Timedelta('0 days 04:10:00')},{'RARE-USD'},"{datetime.datetime(2024, 5, 5, 19, 33, 57)}"
