timedelta,symbol,commence
{Timedelta('0 days 12:57:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 5, 18, 34, 49)}"
{Timedelta('1 days 19:46:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 13, 16, 47, 48)}"
{Timedelta('3 days 17:35:00')},{'MUSE-USD'},"{datetime.datetime(2024, 5, 13, 23, 16, 44)}"
{Timedelta('0 days 11:18:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 16, 8, 38, 4)}"
{Timedelta('0 days 01:30:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 13, 22, 42, 35)}"
{Timedelta('1 days 20:41:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 18, 22, 54, 20)}"
{Timedelta('0 days 06:02:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 5, 8, 58, 22)}"
{Timedelta('0 days 23:00:00')},{'QNT-USD'},"{datetime.datetime(2024, 5, 28, 23, 21, 36)}"
{Timedelta('0 days 00:05:00')},{'QI-USD'},"{datetime.datetime(2024, 5, 4, 20, 33, 56)}"
{Timedelta('3 days 20:15:00')},{'SEI-USD'},"{datetime.datetime(2024, 5, 11, 18, 23, 16)}"
{Timedelta('0 days 00:50:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 30, 8, 48, 45)}"
{Timedelta('1 days 08:40:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 19, 10, 50)}"
{Timedelta('0 days 00:05:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 25, 2, 40, 33)}"
{Timedelta('0 days 05:17:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 30, 7, 48, 37)}"
{Timedelta('0 days 14:50:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 0, 3, 8)}"
{Timedelta('1 days 07:54:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 21, 19, 18, 44)}"
{Timedelta('0 days 03:45:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 30, 6, 55, 9)}"
{Timedelta('0 days 12:55:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 21, 21, 31, 11)}"
{Timedelta('0 days 02:55:00')},{'APE-USD'},"{datetime.datetime(2024, 5, 26, 12, 14, 14)}"
{Timedelta('0 days 14:21:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 17, 18, 4, 57)}"
{Timedelta('0 days 01:56:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 21, 20, 32, 4)}"
{Timedelta('0 days 01:30:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 5, 10, 13, 42)}"
{Timedelta('0 days 08:01:00')},{'FARM-USD'},"{datetime.datetime(2024, 5, 24, 0, 9, 41)}"
{Timedelta('0 days 06:10:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 5, 18, 30, 45)}"
{Timedelta('0 days 15:45:00')},{'DESO-USD'},"{datetime.datetime(2024, 5, 29, 0, 12)}"
{Timedelta('0 days 00:30:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 19, 11, 1, 37)}"
{Timedelta('1 days 21:25:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 11, 18, 23, 36)}"
{Timedelta('0 days 06:54:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 5, 19, 10)}"
{Timedelta('0 days 16:15:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 4, 23, 52, 48)}"
{Timedelta('0 days 00:20:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 20, 6, 57, 59)}"
{Timedelta('0 days 07:24:00')},{'C98-USD'},"{datetime.datetime(2024, 5, 20, 9, 18, 30)}"
{Timedelta('0 days 02:10:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 13, 22, 26, 22)}"
{Timedelta('1 days 05:15:00')},{'00-USD'},"{datetime.datetime(2024, 5, 14, 8, 18, 42)}"
{Timedelta('0 days 10:59:00')},{'CTX-USD'},"{datetime.datetime(2024, 5, 16, 8, 40, 7)}"
{Timedelta('0 days 02:15:00')},{'ONDO-USD'},"{datetime.datetime(2024, 5, 5, 20, 56, 9)}"
{Timedelta('0 days 03:37:00')},{'ZEC-USD'},"{datetime.datetime(2024, 5, 5, 21, 5, 52)}"
{Timedelta('0 days 02:45:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 19, 11, 50, 43)}"
{Timedelta('0 days 03:24:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 13, 18, 15, 12)}"
{Timedelta('2 days 03:30:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 18, 15, 57, 10)}"
{Timedelta('0 days 18:40:00')},{'BLUR-USD'},"{datetime.datetime(2024, 5, 4, 21, 1, 28)}"
{Timedelta('0 days 02:15:00')},{'PRQ-USD'},"{datetime.datetime(2024, 5, 13, 16, 6, 21)}"
{Timedelta('0 days 02:35:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 14, 22, 37, 40)}"
{Timedelta('0 days 00:41:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 13, 15, 43, 52)}"
{Timedelta('0 days 03:52:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 5, 11, 59, 48)}"
{Timedelta('0 days 06:45:00')},{'ASM-USD'},"{datetime.datetime(2024, 5, 5, 8, 47, 56)}"
{Timedelta('2 days 03:25:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 18, 19, 38, 39)}"
{Timedelta('3 days 03:35:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 12, 11, 49, 21)}"
{Timedelta('1 days 13:46:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 11, 18, 41, 12)}"
{Timedelta('0 days 00:35:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 26, 13, 25, 12)}"
{Timedelta('0 days 12:30:00')},{'HNT-USD'},"{datetime.datetime(2024, 5, 20, 6, 58, 23)}"
{Timedelta('0 days 01:47:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 14, 22, 37, 37)}"
{Timedelta('0 days 03:16:00')},{'XTZ-USD'},"{datetime.datetime(2024, 5, 15, 1, 56, 40)}"
{Timedelta('0 days 13:25:00')},{'APE-USD'},"{datetime.datetime(2024, 5, 14, 23, 13, 59)}"
{Timedelta('0 days 02:40:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 25, 0, 5, 8)}"
{Timedelta('0 days 09:02:00')},{'KAVA-USD'},"{datetime.datetime(2024, 5, 14, 22, 37, 38)}"
{Timedelta('0 days 04:06:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 30, 6, 34, 37)}"
{Timedelta('0 days 14:05:00')},{'FIS-USD'},"{datetime.datetime(2024, 5, 14, 22, 44, 42)}"
{Timedelta('0 days 09:46:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 5, 20, 26, 55)}"
{Timedelta('0 days 17:57:00')},{'CELR-USD'},"{datetime.datetime(2024, 5, 4, 21, 20, 12)}"
{Timedelta('0 days 04:32:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 28, 23, 28, 43)}"
{Timedelta('0 days 14:40:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 28, 23, 11, 23)}"
{Timedelta('0 days 00:39:00')},{'KSM-USD'},"{datetime.datetime(2024, 5, 20, 7, 9, 21)}"
{Timedelta('0 days 02:34:00')},{'UMA-USD'},"{datetime.datetime(2024, 5, 23, 21, 51, 22)}"
{Timedelta('0 days 00:30:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 26, 12, 26, 57)}"
{Timedelta('0 days 08:35:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 28, 22, 41, 33)}"
{Timedelta('0 days 23:17:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 16, 8, 8, 39)}"
{Timedelta('0 days 00:25:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 25, 2, 57, 34)}"
{Timedelta('1 days 03:30:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 19, 12, 43, 42)}"
{Timedelta('0 days 03:56:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 30, 6, 34, 37)}"
{Timedelta('1 days 19:10:00')},{'SHPING-USD'},"{datetime.datetime(2024, 5, 11, 18, 18, 59)}"
{Timedelta('0 days 01:15:00')},{'OGN-USD'},"{datetime.datetime(2024, 5, 23, 23, 7, 20)}"
{Timedelta('0 days 01:56:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 20, 8, 28, 46)}"
{Timedelta('0 days 03:41:00')},{'LINK-USD'},"{datetime.datetime(2024, 5, 19, 11, 37, 28)}"
{Timedelta('1 days 02:10:00')},{'BIGTIME-USD'},"{datetime.datetime(2024, 5, 19, 13, 17, 27)}"
{Timedelta('0 days 20:35:00')},{'UNI-USD'},"{datetime.datetime(2024, 5, 5, 11, 46, 40)}"
{Timedelta('0 days 07:02:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 28, 22, 54, 6)}"
{Timedelta('3 days 18:06:00')},{'APT-USD'},"{datetime.datetime(2024, 5, 26, 11, 30, 44)}"
{Timedelta('0 days 00:20:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 11, 20, 32, 20)}"
{Timedelta('0 days 02:35:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 13, 18, 11, 50)}"
{Timedelta('0 days 00:10:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 30, 7, 22, 43)}"
{Timedelta('3 days 18:41:00')},{'ACS-USD'},"{datetime.datetime(2024, 5, 30, 6, 34, 37)}"
{Timedelta('1 days 18:54:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 13, 18, 24, 40)}"
{Timedelta('0 days 01:51:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 19, 10, 24, 34)}"
{Timedelta('0 days 00:25:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 23, 21, 20, 43)}"
{Timedelta('4 days 11:26:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 16, 8, 0, 30)}"
{Timedelta('1 days 04:14:00')},{'LOKA-USD'},"{datetime.datetime(2024, 5, 4, 21, 6, 40)}"
{Timedelta('0 days 00:11:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 16, 11, 24)}"
{Timedelta('0 days 04:10:00')},{'ALCX-USD'},"{datetime.datetime(2024, 5, 24, 23, 27, 33)}"
{Timedelta('0 days 15:40:00')},{'UNI-USD'},"{datetime.datetime(2024, 5, 5, 0, 31, 22)}"
{Timedelta('1 days 02:46:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 11, 16, 48, 34)}"
{Timedelta('0 days 08:45:00')},{'RAD-USD'},"{datetime.datetime(2024, 5, 28, 22, 54, 3)}"
{Timedelta('0 days 06:55:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 14, 23, 6, 9)}"
{Timedelta('0 days 02:00:00')},{'RPL-USD'},"{datetime.datetime(2024, 5, 15, 1, 0, 58)}"
{Timedelta('1 days 09:55:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 19, 9, 34, 30)}"
{Timedelta('0 days 05:35:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 5, 18, 35, 58)}"
{Timedelta('4 days 01:02:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 11, 18, 58, 56)}"
{Timedelta('1 days 11:30:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 18, 18, 9, 21)}"
{Timedelta('0 days 01:26:00')},{'ERN-USD'},"{datetime.datetime(2024, 5, 11, 20, 18, 6)}"
{Timedelta('0 days 16:32:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 5, 15, 51, 36)}"
{Timedelta('0 days 18:13:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 13, 17, 15, 28)}"
{Timedelta('0 days 00:41:00')},{'MLN-USD'},"{datetime.datetime(2024, 5, 17, 6, 36, 19)}"
{Timedelta('2 days 03:18:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 13, 16, 42, 21)}"
{Timedelta('0 days 05:59:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 29, 0, 47)}"
{Timedelta('4 days 10:05:00')},{'VOXEL-USD'},"{datetime.datetime(2024, 5, 11, 17, 55, 44)}"
{Timedelta('0 days 17:07:00')},{'UMA-USD'},"{datetime.datetime(2024, 5, 4, 22, 35, 11)}"
{Timedelta('0 days 01:05:00')},{'FIDA-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 47)}"
{Timedelta('0 days 03:26:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 14, 22, 37, 39)}"
{Timedelta('0 days 04:25:00')},{'ALEPH-USD'},"{datetime.datetime(2024, 5, 5, 9, 19, 30)}"
{Timedelta('0 days 09:17:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 30, 7, 43, 29)}"
{Timedelta('0 days 01:58:00')},{'ENJ-USD'},"{datetime.datetime(2024, 5, 25, 3, 23, 21)}"
{Timedelta('0 days 10:52:00')},{'LDO-USD'},"{datetime.datetime(2024, 5, 16, 8, 53, 2)}"
{Timedelta('0 days 14:35:00')},{'T-USD'},"{datetime.datetime(2024, 5, 5, 0, 13, 51)}"
{Timedelta('0 days 05:40:00')},{'DIA-USD'},"{datetime.datetime(2024, 5, 5, 19, 9, 58)}"
{Timedelta('0 days 01:40:00')},{'DESO-USD'},"{datetime.datetime(2024, 5, 5, 9, 26, 13)}"
{Timedelta('0 days 00:08:00')},{'MTL-USD'},"{datetime.datetime(2024, 5, 20, 10, 8, 33)}"
{Timedelta('4 days 01:29:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 21, 17, 40, 16)}"
{Timedelta('0 days 14:49:00')},{'HBAR-USD'},"{datetime.datetime(2024, 5, 16, 8, 41, 3)}"
{Timedelta('0 days 13:15:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 5, 19, 8, 41)}"
{Timedelta('1 days 21:30:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 13, 15, 42, 30)}"
{Timedelta('0 days 00:25:00')},{'OP-USD'},"{datetime.datetime(2024, 5, 19, 13, 30, 40)}"
{Timedelta('0 days 14:03:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 11, 21, 19, 33)}"
{Timedelta('0 days 01:15:00')},{'OCEAN-USD'},"{datetime.datetime(2024, 5, 14, 23, 14, 34)}"
{Timedelta('0 days 01:18:00')},{'ROSE-USD'},"{datetime.datetime(2024, 5, 18, 15, 57, 4)}"
{Timedelta('0 days 09:45:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 15, 0, 42, 21)}"
{Timedelta('0 days 03:10:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 14, 23, 4, 17)}"
{Timedelta('0 days 10:00:00')},{'DESO-USD'},"{datetime.datetime(2024, 5, 20, 10, 59, 12)}"
{Timedelta('0 days 13:40:00')},{'BONK-USD'},"{datetime.datetime(2024, 5, 26, 12, 46, 26)}"
{Timedelta('1 days 22:15:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 18, 18, 29, 18)}"
{Timedelta('0 days 04:54:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 25, 0, 11, 13)}"
{Timedelta('0 days 06:15:00')},{'ARB-USD'},"{datetime.datetime(2024, 5, 5, 9, 7, 22)}"
{Timedelta('0 days 03:19:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 30, 7, 25, 37)}"
{Timedelta('0 days 00:30:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 19, 11, 38, 32)}"
{Timedelta('0 days 00:09:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 23, 21, 27)}"
{Timedelta('0 days 04:06:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 42)}"
{Timedelta('0 days 04:50:00')},{'API3-USD'},"{datetime.datetime(2024, 5, 5, 9, 48, 55)}"
{Timedelta('1 days 13:53:00')},{'SAND-USD'},"{datetime.datetime(2024, 5, 13, 22, 59, 44)}"
{Timedelta('0 days 03:42:00')},{'DEXT-USD'},"{datetime.datetime(2024, 5, 26, 11, 46, 42)}"
{Timedelta('0 days 03:10:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 26, 13, 59, 47)}"
{Timedelta('0 days 18:45:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 13, 16, 4, 25)}"
{Timedelta('0 days 02:10:00')},{'POND-USD'},"{datetime.datetime(2024, 5, 15, 1, 1, 24)}"
{Timedelta('0 days 01:03:00')},{'LRC-USD'},"{datetime.datetime(2024, 5, 5, 13, 46, 51)}"
{Timedelta('0 days 00:30:00')},{'DIMO-USD'},"{datetime.datetime(2024, 5, 11, 17, 17, 15)}"
{Timedelta('0 days 00:35:00')},{'RPL-USD'},"{datetime.datetime(2024, 5, 13, 16, 15, 48)}"
{Timedelta('0 days 03:13:00')},{'FET-USD'},"{datetime.datetime(2024, 5, 29, 0, 51, 8)}"
{Timedelta('1 days 12:35:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 14, 0, 44, 40)}"
{Timedelta('0 days 09:59:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 20, 8, 6, 58)}"
{Timedelta('0 days 05:34:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 29, 0, 9, 47)}"
{Timedelta('0 days 13:40:00')},{'PLU-USD'},"{datetime.datetime(2024, 5, 14, 23, 46, 3)}"
{Timedelta('3 days 21:05:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 11, 21, 18, 18)}"
{Timedelta('2 days 10:30:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 13, 16, 58, 48)}"
{Timedelta('0 days 03:48:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 26, 11, 21, 40)}"
{Timedelta('1 days 04:00:00')},{'HBAR-USD'},"{datetime.datetime(2024, 5, 26, 11, 38, 50)}"
{Timedelta('0 days 00:40:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 20, 7, 4, 6)}"
{Timedelta('0 days 01:15:00')},{'ARB-USD'},"{datetime.datetime(2024, 5, 20, 18, 9)}"
{Timedelta('0 days 19:45:00')},{'AUCTION-USD'},"{datetime.datetime(2024, 5, 4, 20, 34, 15)}"
{Timedelta('0 days 00:40:00')},{'POWR-USD'},"{datetime.datetime(2024, 5, 17, 6, 34, 21)}"
{Timedelta('0 days 13:25:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 29, 0, 25, 40)}"
{Timedelta('0 days 00:16:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 30, 6, 34, 37)}"
{Timedelta('0 days 00:10:00')},{'PNG-USD'},"{datetime.datetime(2024, 5, 5, 9, 51)}"
{Timedelta('0 days 07:52:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 20, 7, 47, 49)}"
{Timedelta('1 days 00:40:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 19, 10, 25, 29)}"
{Timedelta('0 days 01:55:00')},{'ACH-USD'},"{datetime.datetime(2024, 5, 14, 22, 35, 30)}"
{Timedelta('0 days 00:10:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 16, 8, 37, 11)}"
{Timedelta('0 days 04:00:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 25, 0, 41, 41)}"
{Timedelta('2 days 03:50:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 13, 16, 45, 10)}"
{Timedelta('1 days 02:58:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 16, 10, 42, 43)}"
{Timedelta('0 days 18:35:00')},{'ENS-USD'},"{datetime.datetime(2024, 5, 11, 21, 45, 37)}"
{Timedelta('0 days 00:34:00')},{'DYP-USD'},"{datetime.datetime(2024, 5, 16, 19, 14, 11)}"
{Timedelta('1 days 06:35:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 19, 10, 10, 26)}"
{Timedelta('0 days 02:51:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 5, 10, 30, 47)}"
{Timedelta('0 days 06:22:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 5, 18, 54, 6)}"
{Timedelta('0 days 02:03:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 4, 22, 14, 35)}"
{Timedelta('0 days 06:16:00')},{'VET-USD'},"{datetime.datetime(2024, 5, 5, 9, 23, 13)}"
{Timedelta('0 days 00:10:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 5, 10, 5, 6)}"
{Timedelta('0 days 06:46:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 5, 9, 8, 41)}"
{Timedelta('1 days 13:45:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 13, 23, 4, 47)}"
{Timedelta('0 days 03:35:00')},{'MDT-USD'},"{datetime.datetime(2024, 5, 23, 22, 14, 6)}"
{Timedelta('0 days 04:40:00')},{'ALICE-USD'},"{datetime.datetime(2024, 5, 5, 20, 33, 3)}"
{Timedelta('0 days 05:04:00')},{'CTSI-USD'},"{datetime.datetime(2024, 5, 5, 1, 41, 26)}"
{Timedelta('0 days 03:05:00')},{'NMR-USD'},"{datetime.datetime(2024, 5, 25, 2, 37, 48)}"
{Timedelta('4 days 07:06:00')},{'FORTH-USD'},"{datetime.datetime(2024, 5, 25, 2, 33, 34)}"
{Timedelta('0 days 00:28:00')},{'ZEC-USD'},"{datetime.datetime(2024, 5, 23, 23, 38, 35)}"
{Timedelta('0 days 12:35:00')},{'DAR-USD'},"{datetime.datetime(2024, 5, 5, 19, 49, 36)}"
{Timedelta('0 days 05:55:00')},{'MINA-USD'},"{datetime.datetime(2024, 5, 5, 18, 40, 15)}"
{Timedelta('0 days 21:21:00')},{'NEAR-USD'},"{datetime.datetime(2024, 5, 16, 9, 20, 7)}"
{Timedelta('0 days 08:35:00')},{'ARKM-USD'},"{datetime.datetime(2024, 5, 20, 7, 40, 33)}"
{Timedelta('0 days 16:43:00')},{'ZRX-USD'},"{datetime.datetime(2024, 5, 4, 22, 20, 21)}"
{Timedelta('0 days 05:25:00')},{'TNSR-USD'},"{datetime.datetime(2024, 5, 20, 9, 56, 13)}"
{Timedelta('0 days 06:30:00')},{'KRL-USD'},"{datetime.datetime(2024, 5, 14, 23, 34, 48)}"
{Timedelta('1 days 00:01:00')},{'METIS-USD'},"{datetime.datetime(2024, 5, 16, 7, 44, 56)}"
{Timedelta('0 days 05:26:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 14, 22, 29, 29)}"
{Timedelta('0 days 00:32:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 20, 6, 58, 37)}"
{Timedelta('0 days 02:58:00')},{'ZEN-USD'},"{datetime.datetime(2024, 5, 14, 2, 17, 25)}"
{Timedelta('0 days 00:21:00')},{'SHPING-USD'},"{datetime.datetime(2024, 5, 30, 9, 19, 26)}"
{Timedelta('0 days 05:49:00')},{'EGLD-USD'},"{datetime.datetime(2024, 5, 5, 18, 24, 48)}"
{Timedelta('1 days 20:11:00')},{'TRAC-USD'},"{datetime.datetime(2024, 5, 13, 23, 34, 31)}"
{Timedelta('0 days 07:10:00')},{'LPT-USD'},"{datetime.datetime(2024, 5, 5, 18, 7, 46)}"
{Timedelta('0 days 06:29:00')},{'COTI-USD'},"{datetime.datetime(2024, 5, 13, 22, 53, 26)}"
{Timedelta('0 days 15:27:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 19, 13, 39, 50)}"
{Timedelta('0 days 06:48:00')},{'MKR-USD'},"{datetime.datetime(2024, 5, 15, 0, 20, 45)}"
{Timedelta('1 days 07:10:00')},{'LSETH-USD'},"{datetime.datetime(2024, 5, 19, 10, 8, 4)}"
{Timedelta('0 days 03:23:00')},{'HBAR-USD'},"{datetime.datetime(2024, 5, 19, 12, 29, 36)}"
{Timedelta('1 days 14:05:00')},{'SHIB-USD'},"{datetime.datetime(2024, 5, 11, 18, 1, 24)}"
{Timedelta('1 days 08:07:00')},{'CLV-USD'},"{datetime.datetime(2024, 5, 19, 11, 17, 46)}"
{Timedelta('0 days 05:39:00')},{'GLM-USD'},"{datetime.datetime(2024, 5, 30, 7, 36, 13)}"
{Timedelta('0 days 03:10:00')},{'CRO-USD'},"{datetime.datetime(2024, 5, 14, 23, 1, 34)}"
{Timedelta('1 days 07:51:00')},{'UMA-USD'},"{datetime.datetime(2024, 5, 19, 11, 39, 19)}"
{Timedelta('1 days 10:45:00')},{'LCX-USD'},"{datetime.datetime(2024, 5, 4, 22, 59, 17)}"
{Timedelta('0 days 01:36:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 25, 0, 15, 59)}"
{Timedelta('0 days 01:17:00')},{'OXT-USD'},"{datetime.datetime(2024, 5, 25, 0, 10, 24)}"
{Timedelta('0 days 14:22:00')},{'ANKR-USD'},"{datetime.datetime(2024, 5, 5, 18, 5, 15)}"
{Timedelta('0 days 02:30:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 18, 23, 0, 1)}"
{Timedelta('0 days 02:02:00')},{'VTHO-USD'},"{datetime.datetime(2024, 5, 30, 7, 56, 58)}"
{Timedelta('0 days 12:33:00')},{'ALGO-USD'},"{datetime.datetime(2024, 5, 4, 21, 6, 41)}"
{Timedelta('0 days 05:06:00')},{'WCFG-USD'},"{datetime.datetime(2024, 5, 24, 23, 31, 22)}"
{Timedelta('0 days 03:05:00')},{'LQTY-USD'},"{datetime.datetime(2024, 5, 5, 11, 47, 9)}"
{Timedelta('0 days 03:05:00')},{'MSOL-USD'},"{datetime.datetime(2024, 5, 26, 11, 56, 45)}"
{Timedelta('0 days 06:20:00')},{'INJ-USD'},"{datetime.datetime(2024, 5, 29, 0, 10, 18)}"
{Timedelta('0 days 04:35:00')},{'MNDE-USD'},"{datetime.datetime(2024, 5, 14, 22, 29, 12)}"
{Timedelta('0 days 00:29:00')},{'FIL-USD'},"{datetime.datetime(2024, 5, 13, 18, 49, 50)}"
{Timedelta('3 days 23:50:00')},{'ABT-USD'},"{datetime.datetime(2024, 5, 4, 20, 39, 32)}"
{Timedelta('0 days 17:44:00')},{'SKL-USD'},"{datetime.datetime(2024, 5, 19, 11, 25, 57)}"
{Timedelta('0 days 16:55:00')},{'AIOZ-USD'},"{datetime.datetime(2024, 5, 19, 11, 54, 19)}"
{Timedelta('0 days 01:30:00')},{'TIA-USD'},"{datetime.datetime(2024, 5, 29, 22, 40, 19)}"
{Timedelta('0 days 10:00:00')},{'VELO-USD'},"{datetime.datetime(2024, 5, 23, 22, 25, 25)}"
{Timedelta('0 days 01:45:00')},{'ORN-USD'},"{datetime.datetime(2024, 5, 23, 23, 3, 7)}"
{Timedelta('1 days 13:00:00')},{'TIA-USD'},"{datetime.datetime(2024, 5, 30, 6, 37, 35)}"
{Timedelta('0 days 05:57:00')},{'DOGE-USD'},"{datetime.datetime(2024, 5, 15, 1, 43, 37)}"
{Timedelta('2 days 05:42:00')},{'CHZ-USD'},"{datetime.datetime(2024, 5, 30, 6, 33, 54)}"
{Timedelta('0 days 00:34:00')},{'AAVE-USD'},"{datetime.datetime(2024, 5, 28, 23, 11, 24)}"
{Timedelta('1 days 04:16:00')},{'RLC-USD'},"{datetime.datetime(2024, 5, 26, 11, 28, 45)}"
{Timedelta('0 days 02:35:00')},{'BLZ-USD'},"{datetime.datetime(2024, 5, 5, 19, 1, 21)}"
{Timedelta('1 days 12:20:00')},{'AST-USD'},"{datetime.datetime(2024, 5, 14, 1, 17, 27)}"
{Timedelta('0 days 05:15:00')},{'STX-USD'},"{datetime.datetime(2024, 5, 30, 8, 47, 11)}"
{Timedelta('1 days 08:10:00')},{'AUDIO-USD'},"{datetime.datetime(2024, 5, 29, 22, 38, 32)}"
